item_id,email,name,description,condition,type
6912,usr929@gt.edu,"Allegiance: War of Factions","an out-of-print social and political collectible card game set in a medieval city-state undergoing political turmoil   ","Moderately Used","Card Game"
6913,usr929@gt.edu,"Ultimate Muscle: The Kinnikuman Legacy Battle Card Game ","Bandai   ","Heavily Used","Card Game"
6914,usr929@gt.edu,"World of Warcraft: Cataclysm","Blizzard Entertainment","Heavily Used","Computer Game"
6915,usr929@gt.edu,"Age of Empires","Ensemble Studios   Microsoft Game Studios","Heavily Used","Computer Game"
6916,usr929@gt.edu,"Midnight Club: Los Angeles","Racing   Rockstar San Diego","Damaged/Missing parts","Video Game"
6917,usr929@gt.edu,Battleforge,"EA Phenomic   Electronic Arts",Mint,"Computer Game"
6918,usr929@gt.edu,"Age of Chivalry","Team Chivalry","Heavily Used","Computer Game"
6919,usr929@gt.edu,Sacred,"Ascaron   Encore, Koch Media, Red Ant Enterprises","Like New","Computer Game"
6920,usr929@gt.edu,"Battleground 4: Shiloh",TalonSoft,Mint,"Computer Game"
6921,usr930@gt.edu,"JAM Live Music Arcade",NULL,"Heavily Used","Video Game"
6922,usr930@gt.edu,"The Elder Scrolls Adventures: Redguard","Bethesda Softworks","Like New","Computer Game"
6923,usr930@gt.edu,Stronghold,NULL,"Like New","Computer Game"
6924,usr930@gt.edu,"World in Conflict","Massive Entertainment   Sierra Entertainment (former), Ubisoft","Heavily Used","Computer Game"
6925,usr930@gt.edu,"Madden NFL 10","Sports   EA Tiburon","Lightly Used","Video Game"
6926,usr930@gt.edu,"Sorry! (game)",NULL,"Heavily Used","Board Game"
6927,usr930@gt.edu,"Treasure Island","Andrea Farnham (art and tricks)","Lightly Used","Jigsaw Puzzle"
6928,usr931@gt.edu,"A City Sleeps","Harmonix Music Systems, Inc","Heavily Used","Computer Game"
6929,usr931@gt.edu,"World of Warcraft: Warlords of Draenor","Blizzard Entertainment","Lightly Used","Computer Game"
6930,usr931@gt.edu,"GT InteractivePAL","Action/Beat 'em up   1997-12-08NA","Lightly Used","Video Game"
6931,usr931@gt.edu,"Stardew Valley","Eric Barone   ChuckleFish, ConcernedApe","Heavily Used","Computer Game"
6932,usr932@gt.edu,"Madden NFL 15","Sports   EA Tiburon","Heavily Used","Video Game"
6933,usr932@gt.edu,"Major League Baseball 2K7","Sports   Kush Games","Damaged/Missing parts","Video Game"
6934,usr932@gt.edu,"HunTik ","Upper Deck   ","Damaged/Missing parts","Card Game"
6935,usr932@gt.edu,"Future Card Buddyfight	",NULL,"Like New","Card Game"
6936,usr932@gt.edu,"Beast Clans","Beast Clans LLC   ","Heavily Used","Card Game"
6937,usr932@gt.edu,"Pok�mon Snap","HAL Laboratory   ",Mint,"Video Game"
6938,usr932@gt.edu,"Killing Floor 2","Tripwire Interactive","Damaged/Missing parts","Computer Game"
6939,usr932@gt.edu,Chandragupta,"GMT Games  2008","Lightly Used","Board Game"
6940,usr932@gt.edu,"Vandaria Arkana ","Vandaria   ","Lightly Used","Card Game"
6941,usr933@gt.edu,"Just Dance Kids 2","Land Ho!   ","Lightly Used","Video Game"
6942,usr933@gt.edu,"Sonic Heroes","Sonic Team USA   Sega","Lightly Used","Computer Game"
6943,usr933@gt.edu,"Age of Pirates: Caribbean Tales","Akella   1C Company, Playlogic","Heavily Used","Computer Game"
6944,usr933@gt.edu,"Jak and Daxter: The Precursor Legacy HD","Naughty Dog   February 22, 2012","Heavily Used","Video Game"
6945,usr933@gt.edu,Eurocom,"Midway Home EntertainmentNA   ","Moderately Used","Video Game"
6946,usr933@gt.edu,"NBA Courtside 2 Featuring Kobe Bryant","Left Field Productions   Nintendo","Lightly Used","Video Game"
6947,usr933@gt.edu,Kabal,"MultiSim   ","Heavily Used","Card Game"
6948,usr934@gt.edu,"Arkna: Trading Card Game",NULL,"Damaged/Missing parts","Card Game"
6949,usr934@gt.edu,"Ken to Mahou to Gakuen Mono. 3 (Class of Heroes 3)","Acquire   October 7, 2010","Moderately Used","Video Game"
6950,usr934@gt.edu,"Koalas and Sloths ","Jigsaw Puzzle By Ravensburger NEW","Lightly Used","Jigsaw Puzzle"
6951,usr934@gt.edu,"Hannibal: Rome vs. Carthage","Avalon Hill  1996","Heavily Used","Board Game"
6952,usr934@gt.edu,"Magic: The Gathering 2014",NULL,"Like New","Video Game"
6953,usr934@gt.edu,"24: Trading Card Game","deck of 24 cards made from characters and events from the television show   ","Like New","Card Game"
6954,usr934@gt.edu,"Deep Diving Friends ","Floor Jigsaw Puzzle By Ravensburger","Lightly Used","Jigsaw Puzzle"
6955,usr934@gt.edu,"Pixel Piracy","Quadro Delta   Re-Logic","Like New","Computer Game"
6956,usr934@gt.edu,Phalanx,"Society of Ancients  1993","Lightly Used","Board Game"
6957,usr935@gt.edu,"ABC Sports Monday Night Football","OT Sports]   ABC Interactive",Mint,"Computer Game"
6958,usr935@gt.edu,"Michael Phelps: Push The Limit","   Blitz Games Studios","Moderately Used","Video Game"
6959,usr935@gt.edu,"Battles of Napoleon","Chuck Kroegel, David Landrey   Strategic Simulations, Inc.",Mint,"Computer Game"
6960,usr935@gt.edu,"Accel World vs. Sword Art Online: Millennium Twilight","Artdink   Bandai Namco Entertainment","Damaged/Missing parts","Computer Game"
6961,usr935@gt.edu,Pachisi,NULL,Mint,"Board Game"
6962,usr935@gt.edu,"Space Station 13",NULL,"Heavily Used","Computer Game"
6963,usr935@gt.edu,"Mission Impossible","Ocean Software   ","Lightly Used","Video Game"
6964,usr935@gt.edu,"Eve: The Second Genesis","CCP Games   ","Lightly Used","Card Game"
6965,usr935@gt.edu,"Dredd: The Card Game ","Round Table Productions   ","Lightly Used","Card Game"
6966,usr935@gt.edu,"Donkey Kong card game","Nintendo   ","Moderately Used","Card Game"
6967,usr935@gt.edu,"WARS Trading Card Game	",NULL,"Moderately Used","Card Game"
6968,usr935@gt.edu,"Kiba Trading Card Game ","Upper Deck   ","Heavily Used","Card Game"
6969,usr936@gt.edu,"WarCry ",NULL,"Moderately Used","Card Game"
6970,usr936@gt.edu,"Mortal Kombat 4","Midway Games   ","Like New","Video Game"
6971,usr936@gt.edu,"Mickey Sort & Go ","Jigsaw Puzzle Accessory By Ravensburger NEW","Moderately Used","Jigsaw Puzzle"
6972,usr936@gt.edu,"Saints Row IV",NULL,"Moderately Used","Computer Game"
6973,usr937@gt.edu,"Mega Man 10","Action & Adventure   Inti Creates/Capcom","Heavily Used","Video Game"
6974,usr937@gt.edu,"Aquarian Age","an out-of-print Japanese collectible trading card game marketed and produced by Broccoli   ","Like New","Card Game"
6975,usr937@gt.edu,"Cricket Attax","Topps   ","Damaged/Missing parts","Card Game"
6976,usr937@gt.edu,"Parlor! Pro 64: Pachinko Jikki Simulation","Irem Software Engineering   ","Lightly Used","Video Game"
6977,usr937@gt.edu,"Stronghold 2","Firefly Studios   2K Games",Mint,"Computer Game"
6978,usr937@gt.edu,"Sleeping Dogs",NULL,"Lightly Used","Computer Game"
6979,usr937@gt.edu,"Doctor Who Monster Invasion","BBC Worldwide   ","Damaged/Missing parts","Card Game"
6980,usr937@gt.edu,"Suzanne Stofflet (riddles)",26/50,"Like New","Jigsaw Puzzle"
6981,usr938@gt.edu,"Wargame: European Escalation",NULL,"Heavily Used","Computer Game"
6982,usr938@gt.edu,"Persona 4 Golden","Atlus   Sega",Mint,"Computer Game"
6983,usr938@gt.edu,"Preparing to Fly ",NULL,"Like New","Jigsaw Puzzle"
6984,usr939@gt.edu,"Telenet Japan","Telenet Japan   Gambling/Pachinko","Heavily Used","Video Game"
6985,usr939@gt.edu,"Saints Row 2","Volition, CD Projekt (Windows)   THQ","Like New","Computer Game"
6986,usr939@gt.edu,"Marvel vs. Capcom 3: Fate of Two Worlds","Fighting   Capcom","Heavily Used","Video Game"
6987,usr939@gt.edu,"Giggly Goblins ","Jigsaw Puzzle By Ravensburger","Like New","Jigsaw Puzzle"
6988,usr939@gt.edu,"Assassin's Creed Odyssey","Ubisoft Montreal   Ubisoft","Moderately Used","Computer Game"
6989,usr939@gt.edu,"Air Assault Task Force","ProSIM Company   Shrapnel Games","Like New","Computer Game"
6990,usr939@gt.edu,"Babylon 5 Collectible Card Game ",NULL,"Damaged/Missing parts","Card Game"
6991,usr939@gt.edu,"ARMA: Armed Assault","Bohemia Interactive   505 Games","Damaged/Missing parts","Computer Game"
6992,usr939@gt.edu,"Banemaster: The Adventure","by Chessex   ",Mint,"Card Game"
6993,usr939@gt.edu,"Heresy: Kingdom Come","Last Unicorn Games   ","Damaged/Missing parts","Card Game"
6994,usr939@gt.edu,"Knights and Merchants: The Shattered Kingdom","Joymania Entertainment   TopWare Interactive, Interactive Magic","Damaged/Missing parts","Computer Game"
6995,usr939@gt.edu,"Trok ","Trok TCG   ","Lightly Used","Card Game"
6996,usr940@gt.edu,"The Peloponnesian War","Simulations Canada  1977","Lightly Used","Board Game"
6997,usr940@gt.edu,"Age of Empires III: The Asian Dynasties","Ensemble Studios, Big Huge Games   Microsoft Game Studios, MacSoft","Moderately Used","Computer Game"
6998,usr940@gt.edu,"Adventure Pinball: Forgotten Island","Digital Extremes   Electronic Arts",Mint,"Computer Game"
6999,usr940@gt.edu,"Michael Jackson: The Experience","   Ubisoft Montreal","Damaged/Missing parts","Video Game"
7000,usr940@gt.edu,"AssaultCube (AC)","Rabid Viper Productions","Moderately Used","Computer Game"
7001,usr940@gt.edu,"World of Warcraft: Mists of Pandaria","Blizzard Entertainment","Moderately Used","Computer Game"
7002,usr940@gt.edu,Pachisi,"India  Six or seven thrown cowry shells",Mint,"Board Game"
7003,usr940@gt.edu,"Star Wars: Knights of the Old Republic",NULL,Mint,"Computer Game"
7004,usr940@gt.edu,SimCity,"Maxis   Electronic Arts",Mint,"Computer Game"
7005,usr940@gt.edu,"Construction & Cars ","Jigsaw Puzzle By Ravensburger NEW","Heavily Used","Jigsaw Puzzle"
7006,usr940@gt.edu,"Air Conflicts: Vietnam","Games Farm   bitComposer","Lightly Used","Computer Game"
7007,usr941@gt.edu,"World of Warcraft: The Burning Crusade","Blizzard Entertainment","Damaged/Missing parts","Computer Game"
7008,usr941@gt.edu,"Mark of the Ninja",NULL,"Lightly Used","Video Game"
7009,usr941@gt.edu,"Candy Thun (art)",20/50,"Moderately Used","Jigsaw Puzzle"
7010,usr941@gt.edu,"Addiction Pinball","Team17   MicroProse","Moderately Used","Computer Game"
7011,usr941@gt.edu,"Dark Millennium","Sabertooth Games   ","Moderately Used","Card Game"
7012,usr941@gt.edu,"Arcadia Tribe","published by Kadokawa   ","Heavily Used","Card Game"
7013,usr942@gt.edu,"Minesweeper Flags","Puzzle & Trivia   TikGames",Mint,"Video Game"
7014,usr942@gt.edu,"Wargame: AirLand Battle","Eugen Systems   Focus Home Interactive","Lightly Used","Computer Game"
7015,usr942@gt.edu,"S.T.A.L.K.E.R.: Call of Pripyat","GSC Game World   Viva Media","Like New","Computer Game"
7016,usr942@gt.edu,"World in Conflict: Soviet Assault","Massive Entertainment   Sierra Entertainment (former), Ubisoft","Damaged/Missing parts","Computer Game"
7017,usr942@gt.edu,"Nushi Tsuri 64: Shiokaze Ni Notte","Victor Interactive Software   Victor Interactive Software","Damaged/Missing parts","Video Game"
7018,usr942@gt.edu,"Off Road Challenge","Midway Studios - San Diego   ","Lightly Used","Video Game"
7019,usr942@gt.edu,"Micro Machines 64 Turbo","Codemasters   Midway Home EntertainmentNA","Lightly Used","Video Game"
7020,usr942@gt.edu,"Marvel: Ultimate Alliance",NULL,"Lightly Used","Video Game"
7021,usr942@gt.edu,"Battleground 9: Chickamauga",TalonSoft,"Lightly Used","Computer Game"
7022,usr942@gt.edu,"Marvel Super Hero Squad: The Infinity Gauntlet","Beat 'em Up   Griptonite Games","Lightly Used","Video Game"
7023,usr943@gt.edu,"Beyblade Collectible Card Game ",NULL,"Moderately Used","Card Game"
7024,usr943@gt.edu,"GT InteractivePAL","Action/First-Person Shooter   1998-03-24NA","Damaged/Missing parts","Video Game"
7025,usr943@gt.edu,"Transformers ","Wizards of the Coast   ","Damaged/Missing parts","Card Game"
7026,usr943@gt.edu,"Joe Danger 2: The Movie","Hello Games   Unreleased","Heavily Used","Video Game"
7027,usr943@gt.edu,"PlanetSide 2","Sony Online Entertainment","Moderately Used","Computer Game"
7028,usr943@gt.edu,"Madden NFL 25","Sports   EA Tiburon","Like New","Video Game"
7029,usr943@gt.edu,"Iron Galaxy","Capcom   Sep 26, 2012","Like New","Video Game"
7030,usr943@gt.edu,"Battleground 2: Gettysburg",TalonSoft,"Heavily Used","Computer Game"
7031,usr943@gt.edu,"Borderlands 3","Gearbox Software   2K Games","Heavily Used","Computer Game"
7032,usr943@gt.edu,"Madden NFL 16","Sports   EA Tiburon","Moderately Used","Video Game"
7033,usr943@gt.edu,Abz,"Giant Squid Studios   505 Games","Heavily Used","Computer Game"
7034,usr944@gt.edu,"Actua Ice Hockey","Gremlin Interactive","Like New","Computer Game"
7035,usr944@gt.edu,Aion,"NCsoft   NCsoft, NC Interactive, Gameforge","Lightly Used","Computer Game"
7036,usr944@gt.edu,Borderlands,NULL,"Moderately Used","Computer Game"
7037,usr944@gt.edu,Legion,"Simulations Publications, Inc.  1975","Like New","Board Game"
7038,usr944@gt.edu,"The Elder Scrolls IV: Oblivion","Bethesda Game Studios, 4J Games, Superscape   Bethesda Softworks","Damaged/Missing parts","Computer Game"
7039,usr944@gt.edu,Acre,"Simulations Publications, Inc.  1978","Like New","Board Game"
7040,usr944@gt.edu,"True Megami Reincarnation Trading Card	","Enterbrain   ","Heavily Used","Card Game"
7041,usr944@gt.edu,"Ultimate Combat!	","Ultimate Games   ",Mint,"Card Game"
7042,usr944@gt.edu,"Caesar's Legions","Avalon Hill  1975","Like New","Board Game"
7043,usr945@gt.edu,"Ace of Spades",Jagex,"Like New","Computer Game"
7044,usr945@gt.edu,Arcadia,"an out-of-print collectible card game involving combat and terrain   ",Mint,"Card Game"
7045,usr945@gt.edu,"Age of Empires III: The WarChiefs","Ensemble Studios   Microsoft Game Studios, MacSoft","Like New","Computer Game"
7046,usr945@gt.edu,Troy,"Chaosium  1977",Mint,"Board Game"
7047,usr945@gt.edu,"NBA Jam 2000","Acclaim Studios Salt Lake City   Acclaim Sports","Lightly Used","Video Game"
7048,usr945@gt.edu,"Memories Off 6: T-wave","Visual novel   5pb.",Mint,"Video Game"
7049,usr945@gt.edu,"Max: The Curse of Brotherhood","Action & Adventure   Press Play","Moderately Used","Video Game"
7050,usr945@gt.edu,"Ashte kashte","Bengal, India  Four thrown cowry shells","Heavily Used","Board Game"
7051,usr945@gt.edu,"Williams Entertainment","WilliamsNA   ",Mint,"Video Game"
7052,usr946@gt.edu,"Jikkyou Powerful Pro Yakyuu 2016",NULL,"Damaged/Missing parts","Video Game"
7053,usr946@gt.edu,"Peter Pan & the Irate Pirate","Molly Delaney (art)","Damaged/Missing parts","Jigsaw Puzzle"
7054,usr946@gt.edu,"Cricket Attax","Topps   ","Like New","Card Game"
7055,usr946@gt.edu,"Star Wars: TIE Fighter",Lucasarts,"Damaged/Missing parts","Computer Game"
7056,usr947@gt.edu,"Beast Clans","Beast Clans LLC   ","Damaged/Missing parts","Card Game"
7057,usr947@gt.edu,"Major League Baseball 2K6",NULL,"Like New","Video Game"
7058,usr947@gt.edu,"Wars of the Past ","Finople Games/Finople Games   ","Moderately Used","Card Game"
7059,usr947@gt.edu,"Karaoke Revolution Presents: American Idol Encore","Blitz Games   ","Damaged/Missing parts","Video Game"
7060,usr947@gt.edu,Enclave,"Starbreeze Studios   Vivendi Universal, TopWare Interactive","Damaged/Missing parts","Computer Game"
7061,usr947@gt.edu,"Beyblade Collectible Card Game ",NULL,"Damaged/Missing parts","Card Game"
7062,usr948@gt.edu,"Saints Row 2","Volition, CD Projekt (Windows)   THQ",Mint,"Computer Game"
7063,usr948@gt.edu,"Airscape: The Fall of Gravity",NULL,"Moderately Used","Computer Game"
7064,usr948@gt.edu,"Major League Baseball 2K10","Sports   Visual Concepts","Heavily Used","Video Game"
7065,usr948@gt.edu,"World of Warcraft: Wrath of the Lich King",NULL,Mint,"Computer Game"
7066,usr948@gt.edu,"Sonic Heroes","Sonic Team USA   Sega","Lightly Used","Computer Game"
7067,usr948@gt.edu,"24: Trading Card Game","deck of 24 cards made from characters and events from the television show   ","Like New","Card Game"
7068,usr948@gt.edu,"Magic: The Gathering 2012","Card & Board   Stainless Games","Like New","Video Game"
7069,usr948@gt.edu,"Major League Baseball 2K6","Sports   Visual Concepts","Heavily Used","Video Game"
7070,usr948@gt.edu,"Typefaces ","Jigsaw Puzzle By Ravensburger NEW","Like New","Jigsaw Puzzle"
7071,usr949@gt.edu,"A to Zap! Featuring the Sunbuddies","ImageBuilder Software","Heavily Used","Computer Game"
7072,usr949@gt.edu,"Major League Baseball 2K9","Sports   Visual Concepts",Mint,"Video Game"
7073,usr949@gt.edu,"Assetto Corsa",NULL,"Moderately Used","Computer Game"
7074,usr949@gt.edu,"Stronghold Legends","Firefly Studios   2K Games","Damaged/Missing parts","Computer Game"
7075,usr949@gt.edu,"Space Rocket ",NULL,"Damaged/Missing parts","Jigsaw Puzzle"
7076,usr950@gt.edu,"Doctor Who: The Collectible Trading Card Game","M.M.G. Ltd.   ","Damaged/Missing parts","Card Game"
7077,usr950@gt.edu,"Monster Hunter Frontier G7","Action role-playing, Expansion   Capcom",Mint,"Video Game"
7078,usr950@gt.edu,"Thomas and Friends: Thomas & Ashima ",NULL,"Lightly Used","Jigsaw Puzzle"
7079,usr950@gt.edu,"The Elder Scrolls V: Skyrim","Bethesda Game Studios   Bethesda Softworks","Damaged/Missing parts","Computer Game"
7080,usr951@gt.edu,Banished,NULL,"Damaged/Missing parts","Computer Game"
7081,usr951@gt.edu,"The New Tetris","H2O Entertainment   ","Damaged/Missing parts","Video Game"
7082,usr951@gt.edu,"Europa Universalis III",NULL,Mint,"Computer Game"
7083,usr951@gt.edu,"Fullmetal Alchemist Trading Card Game ","RC2 Inc./JoyRide Studios   ","Heavily Used","Card Game"
7084,usr951@gt.edu,"Horus Heresy","Sabertooth Games   ",Mint,"Card Game"
7085,usr951@gt.edu,"Fastbreak ","WildStorm Productions   ","Damaged/Missing parts","Card Game"
7086,usr952@gt.edu,"Assassin's Creed Origins","Ubisoft Montreal   Ubisoft","Damaged/Missing parts","Computer Game"
7087,usr952@gt.edu,"Assyrian Wars","Udo Grebe Gamedesign  2005","Damaged/Missing parts","Board Game"
7088,usr952@gt.edu,"Karaoke Revolution Presents: American Idol Encore","Blitz Games   ","Damaged/Missing parts","Video Game"
7089,usr952@gt.edu,"Choro Q 64JP","Locomotive Corporation   TakaraJP","Lightly Used","Video Game"
7090,usr952@gt.edu,"Pok�mon Puzzle League",NULL,"Lightly Used","Video Game"
7091,usr953@gt.edu,"Super Meat Boy",NULL,"Like New","Computer Game"
7092,usr953@gt.edu,Smite,"Hi-Rez Studios","Damaged/Missing parts","Computer Game"
7093,usr953@gt.edu,"Beasts and Bumpkins","Worldweaver Ltd   Electronic Arts","Moderately Used","Computer Game"
7094,usr953@gt.edu,"Mortal Kombat Mythologies: Sub-Zero","Midway Games   ","Damaged/Missing parts","Video Game"
7095,usr953@gt.edu,"Mario Party","Hudson Soft   Nintendo","Damaged/Missing parts","Video Game"
7096,usr953@gt.edu,"Call of Cthulhu: Collectible Card Game","Fantasy Flight Games   ","Moderately Used","Card Game"
7097,usr953@gt.edu,Audiosurf,"Dylan Fitterer","Lightly Used","Computer Game"
7098,usr953@gt.edu,"Hannibal: The Second Punic War","Decision Games  1991","Moderately Used","Board Game"
7099,usr953@gt.edu,"Age of Wonders III","Triumph Studios","Heavily Used","Computer Game"
7100,usr953@gt.edu,"Tempest of the Gods ","Black Dragon Press   ","Like New","Card Game"
7101,usr953@gt.edu,"Katamari Forever","Namco Bandai   July 23, 2009","Moderately Used","Video Game"
7102,usr954@gt.edu,"ARIDA: Backland's Awakening",NULL,Mint,"Computer Game"
7103,usr954@gt.edu,"ARMA 3","Bohemia Interactive","Moderately Used","Computer Game"
7104,usr954@gt.edu,"Hatalom Kartyai Kartyajatak (AKA Power Cards Card Game)","Beholder Kft.   ","Lightly Used","Card Game"
7105,usr954@gt.edu,"Amnesia: The Dark Descent","Frictional Games","Damaged/Missing parts","Computer Game"
7106,usr954@gt.edu,"Kingdoms of Amalur: Reckoning",NULL,Mint,"Computer Game"
7107,usr954@gt.edu,"HAL Laboratory","Nintendo   Action/Turn-Based Battle",Mint,"Video Game"
